Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Tenure Group,Avg Charges per Month,Churn Binary
0020-INWCK,Female,0.65,Yes,0.6666666666666666,Woodlake,93286,36.464635,-119.094348,9,0.9859154929577465,Offer A,Yes,0.536946346627544,Yes,Yes,Fiber Optic,0.12500000000000003,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.8407079646017699,0.8516269885013211,0.0,0.0,0.5975343841758389,0.8454060413836764,Stayed,,,5-10yr,0.7683662953329734,0
0020-JDNXP,Female,0.55,Yes,0.3333333333333333,Point Reyes Station,94956,38.060264,-122.830646,0,0.46478873239436624,Unknown,No,0.5042283342155388,Unknown,Yes,DSL,0.225,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.549936788874842,0.246067140553431,0.0,0.0,0.0,0.18949819262845513,Stayed,,,2-4yr,0.416711074673772,0
0021-IKXGC,Female,0.8833333333333333,No,0.0,San Marcos,92078,33.119028,-117.166036,0,0.0,Offer E,Yes,0.13078452375494415,Yes,Yes,Fiber Optic,0.25,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.6413822166034554,0.00650925086752602,0.0,0.0,0.0023988313708608123,0.004717422646031499,Joined,,,0-1yr,0.5419279907084784,0
0022-TCJCI,Male,1.0,No,0.0,Daly City,94015,37.680844,-122.48131,0,0.619718309859155,Unknown,Yes,0.19121906897457164,No,Yes,DSL,0.18750000000000003,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,0.562157606405394,0.3456137874412859,0.0,0.0,0.14823666444257647,0.3129651196008172,Churned,Dissatisfaction,Limited range of services,2-4yr,0.44839334107626794,1
0023-HGHWL,Male,0.8,No,0.0,Morgan Hill,95037,37.161544,-121.649371,0,0.0,Unknown,No,0.5042283342155388,Unknown,Yes,Cable,0.0875,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.24525916561314795,0.0006484311209029757,0.0,0.0,0.0,0.0,Churned,Competitor,Competitor made better offer,0-1yr,0.10522648083623695,1
0023-UYUPN,Female,1.0,Yes,0.0,Ahwahnee,93601,37.375816,-119.739935,0,0.6901408450704226,Unknown,Yes,0.6238470547536981,Yes,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,0.24610198061525496,0.1604118834479976,0.0,0.0,0.48516904752995715,0.27492886539606554,Stayed,,,4-5yr,0.1147595818815331,0
0023-XUOPT,Female,0.1166666666666667,Yes,0.0,Carnelian Bay,96140,39.227434,-120.091806,1,0.16901408450704225,Unknown,Yes,0.8766301697585537,Yes,Yes,Fiber Optic,0.625,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8268015170670037,0.14910174831993991,0.0,0.0,0.17482757126011078,0.1690898614400633,Churned,Other,Don't know,1-2yr,0.740838023764853,1
0027-KWYKW,Female,0.18333333333333335,Yes,0.6666666666666666,Alpaugh,93201,35.869626,-119.498771,1,0.3098591549295775,Offer D,Yes,0.6963685090172509,Yes,Yes,Fiber Optic,0.35,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7395701643489254,0.22820411015547884,0.0,0.0,0.24788850355280206,0.2532071076310973,Stayed,,,1-2yr,0.6193506034439227,0
0030-FNXPP,Female,0.04999999999999999,No,0.0,Keeler,93530,36.560498,-117.962461,0,0.02816901408450704,Unknown,Yes,0.03388085642002426,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,0.20101137800252847,0.004651246309554035,0.0,0.0,0.002889711921654724,0.0034320029596908996,Joined,,,0-1yr,0.049167634533488186,0
0031-PVLZI,Female,0.25,Yes,0.0,Korbel,95550,40.7666,-123.80458,0,0.04225352112676056,Offer E,Yes,0.22789658607338004,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,0.20522545301306366,0.007039218610571722,0.0,0.0,0.015350050934259923,0.009179209987048454,Churned,Price,Long distance charges,0-1yr,0.04936120789779325,1
0032-PGELS,Female,0.30000000000000004,Yes,0.3333333333333333,Palomar Mountain,92060,33.309852,-116.823091,1,0.0,Unknown,No,0.5042283342155388,Unknown,Yes,DSL,0.21250000000000002,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.29077117572692796,0.0013218019003022191,0.0,0.0,0.0,0.0,Churned,Attitude,Attitude of service provider,0-1yr,0.1554006968641115,1
0036-IHMOT,Female,0.30000000000000004,Yes,1.0,Parlier,93648,36.622237,-119.521126,10,0.7605633802816901,Unknown,Yes,0.6990776438029584,No,Yes,Fiber Optic,0.6875,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.9077117572692793,0.7029055699734493,0.0,0.14285714285714285,0.5949842751509599,0.7313590870789072,Stayed,,,4-5yr,0.8276422764227642,0
0040-HALCW,Male,0.3833333333333333,Yes,1.0,Modesto,95358,37.612612,-121.108568,3,0.7464788732394366,Unknown,Yes,0.3793997390894806,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,0.20564686051411715,0.13351446175977225,0.0,0.0,0.3284268741726811,0.20506616058022858,Stayed,,,4-5yr,0.059663612509140984,0
0042-JVWOJ,Male,0.75,No,0.0,Glen Ellen,95442,38.368744,-122.522642,0,0.35211267605633806,Offer C,Yes,0.754510709418203,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,0.19890434049726088,0.05635739328694225,0.47689580107273505,0.0,0.3026170540177308,0.1351841406676773,Stayed,,,2-4yr,0.04063253819351384,0
0042-RLHYP,Female,0.4666666666666667,Yes,1.0,Eureka,95503,40.737431,-124.108897,5,0.9577464788732395,Unknown,Yes,0.768889963280804,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,0.1997471554993679,0.17170954874680713,0.0,0.0,0.8177977357254717,0.3877299959627585,Stayed,,,5-10yr,0.060115470719924596,0
0048-LUMLS,Male,0.06666666666666665,Yes,1.0,Moss Beach,94038,37.515556,-122.502311,1,0.5070422535211268,Offer C,Yes,0.865168445665176,No,Yes,Fiber Optic,0.6125,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.8023598820058997,0.40248244372740166,0.0,0.0,0.49130351076535017,0.46432497773838527,Stayed,,,2-4yr,0.6875411997363217,0
0048-PIHNL,Female,0.4833333333333334,Yes,0.0,Los Angeles,90058,34.001617,-118.222274,5,0.676056338028169,Offer B,Yes,1.0,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,0.20606826801517067,0.10985919567606177,0.0,0.0,0.7500346086224807,0.31863120322197447,Stayed,,,4-5yr,0.04284055085448815,0
0052-DCKON,Male,0.15000000000000002,Yes,0.0,Los Angeles,90063,34.044271,-118.185237,9,0.9154929577464789,Unknown,Yes,0.8810064644123888,Yes,Yes,Fiber Optic,0.48750000000000004,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.01685630004214075,0.9878910476103069,0.0,0.0,0.8918651275122437,1.0,Stayed,,,5-10yr,0.9901101608418682,0
0052-YNYOT,Female,0.15000000000000002,No,0.0,Calexico,92231,32.690654,-115.431225,0,0.9295774647887325,Unknown,Yes,0.4506708234519379,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,0.20691108301727773,0.16503819009905538,0.6851590026706165,0.0,0.47823497383761043,0.27339428096210966,Stayed,,,5-10yr,0.05831123129994628,0
0056-EPFBG,Male,0.2333333333333334,Yes,0.3333333333333333,Redding,96003,40.677649,-122.29467,4,0.26760563380281693,Unknown,No,0.5042283342155388,Unknown,Yes,Cable,0.25,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,0.36578171091445427,0.1004444745937205,0.0,0.0,0.0,0.07671734291331225,Stayed,,,1-2yr,0.2554703832752613,0
0057-QBUQH,Female,0.19999999999999996,No,1.0,San Martin,95046,37.084697,-121.606417,0,0.5915492957746479,Unknown,Yes,0.6073838510559375,Yes,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,0.24525916561314795,0.13096438167852884,0.0,0.0,0.4067578259635184,0.22759432363302134,Stayed,,,2-4yr,0.10324933149663726,0
0058-EVZWM,Female,0.30000000000000004,Yes,0.0,Stockton,95209,38.044523,-121.348048,2,0.7605633802816901,Offer B,Yes,0.07472627318915179,Yes,Yes,Fiber Optic,0.0875,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7905604719764011,0.6159721553700822,0.0,0.0,0.08625913578101814,0.5029628972057892,Stayed,,,4-5yr,0.7098680181607012,0
0060-FUALY,Female,0.6833333333333333,Yes,0.0,Los Angeles,90003,33.964131,-118.272783,4,0.8169014084507042,Offer B,Yes,0.31042099954569896,Yes,Yes,Fiber Optic,0.15000000000000002,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8322798145806996,0.6955359008878019,0.0,0.0,0.2985449065554845,0.6309891527575757,Stayed,,,4-5yr,0.7535463296521585,0
0064-SUDOG,Female,0.4833333333333334,Yes,1.0,Huntington Park,90255,33.97803,-118.217141,3,0.15492957746478872,Unknown,Yes,0.37064714978181046,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,0.20480404551201012,0.02551327064168245,0.0,0.0,0.07142775108910651,0.04102883871419092,Stayed,,,0-1yr,0.045838172667440946,0
0064-YIJGF,Male,0.6833333333333333,Yes,1.0,Yermo,92398,35.013299,-116.834092,7,0.36619718309859156,Offer C,Yes,0.4952673499243527,Yes,Yes,Fiber Optic,0.2625,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6721449641803624,0.2380615101761289,0.0,0.0,0.21055997059903364,0.2491644578887819,Stayed,,,2-4yr,0.5358368821783456,0
0067-DKWBL,Male,0.8333333333333333,No,0.0,San Diego,92129,32.961064,-117.134917,0,0.014084507042253521,Unknown,Yes,0.8855911540497399,No,Yes,DSL,0.3125,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.44879898862199746,0.008878518424671508,0.0,0.0,0.027162057143929767,0.014298676371189338,Churned,Competitor,Competitor made better offer,0-1yr,0.29523809523809524,1
0068-FIGTF,Female,0.016666666666666663,No,0.0,Fremont,94539,37.516791,-121.899117,0,0.36619718309859156,Offer C,Yes,0.9881214859395905,No,Yes,DSL,0.7125,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.6927939317319848,0.25676001913370605,0.0,0.0,0.4076994521773054,0.3253142266851427,Stayed,,,2-4yr,0.5874392394717598,0
0071-NDAFP,Male,0.19999999999999996,Yes,1.0,Santa Rosa,95405,38.439696,-122.668817,1,0.33802816901408456,Unknown,Yes,0.46254933751234745,Yes,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,0.24863042562157608,0.0761532472183552,0.9968805404071007,0.0,0.18284528692307803,0.11081138587866325,Stayed,,,2-4yr,0.10637862950058072,0
0074-HDKDG,Male,0.44999999999999996,Yes,0.0,San Jose,95126,37.327069,-121.916819,5,0.33802816901408456,Unknown,Yes,0.10327638593083788,No,Yes,Cable,0.21250000000000002,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.5528866413822165,0.19840745316706232,1.0,0.0,0.04978269736825045,0.16382360032089327,Stayed,,,2-4yr,0.4707549361207898,0
0076-LVEPS,Male,0.6333333333333333,No,0.3333333333333333,Tujunga,91042,34.296574,-118.244839,0,0.3943661971830986,Unknown,No,0.5042283342155388,Unknown,Yes,DSL,0.23750000000000002,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.41297935103244837,0.15244989747306395,0.27514082452478733,0.0,0.0,0.1158101329083394,Stayed,,,2-4yr,0.2700869077656294,0
0078-XZMHT,Male,0.0,Yes,0.0,Visalia,93291,36.391777,-119.372842,5,1.0,Unknown,Yes,0.643227788220682,Yes,Yes,DSL,0.625,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.751369574378424,0.7851378589502699,0.0,0.0,0.7193159829595913,0.8320071587929254,Stayed,,,5-10yr,0.6871080139372822,0
0080-EMYVY,Female,0.75,No,0.0,Lodi,95240,38.123544,-121.159078,0,0.18309859154929578,Unknown,Yes,0.46984316193540593,No,Yes,Cable,0.12500000000000003,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,0.4673409186683523,0.08828015616216565,0.0,0.0,0.10390613721710619,0.09979984924180713,Stayed,,,1-2yr,0.3550688568110171,0
0080-OROZO,Female,0.31666666666666665,No,0.0,El Portal,95318,37.654551,-119.822984,0,0.47887323943661975,Offer C,Yes,0.7278361515281605,No,Yes,Fiber Optic,0.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.8702064896755162,0.4379528730237192,0.0,0.0,0.39353801138176037,0.46121331565770196,Stayed,,,2-4yr,0.8096565455450473,0
0082-LDZUE,Male,0.5833333333333334,No,0.0,Calistoga,94515,38.629618,-122.593216,0,0.0,Offer E,Yes,0.8639180757640803,No,Yes,DSL,0.0875,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.4070796460176991,0.00304263833654473,0.0,0.0,0.013259949469558803,0.00543014971479135,Joined,,,0-1yr,0.28362369337979093,0
0082-OQIQY,Male,0.5166666666666667,No,0.0,Farmington,95230,37.956963,-120.863055,0,0.3943661971830986,Unknown,Yes,0.011582593183816874,No,Yes,Fiber Optic,0.18750000000000003,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.8276443320691108,0.3226817714539672,0.0,0.14285714285714285,0.018353992921193735,0.2565070919047455,Stayed,,,2-4yr,0.7074772718170531,0
0083-PIVIK,Male,0.10000000000000003,No,0.0,Tulelake,96134,41.813521,-121.492666,0,0.8873239436619719,Unknown,Yes,0.08327046751330602,Yes,Yes,DSL,0.8375,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,0.7184997892962495,0.6917824822841137,0.0,0.2857142857142857,0.10847533982826965,0.5724885535839606,Stayed,,,5-10yr,0.6803063298490128,0
0089-IIQKO,Female,0.2666666666666667,Yes,1.0,Coleville,96107,38.42528,-119.475741,1,0.5352112676056339,Unknown,Yes,0.4769285913749484,Yes,Yes,Fiber Optic,0.6375000000000001,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.8761061946902655,0.46730685107382697,0.0,0.0,0.29354656937475904,0.45266831687126957,Stayed,,,2-4yr,0.7695702671312429,0
0093-EXYQL,Female,0.8833333333333333,No,0.0,Ojai,93023,34.581308,-118.931948,0,0.5492957746478874,Unknown,Yes,0.8887170788024792,No,Yes,Fiber Optic,0.2625,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.8053097345132743,0.4556101512390771,0.0,0.0,0.5450935223155534,0.5222973090168627,Stayed,,,2-4yr,0.72534262485482,0
0093-XWZFY,Male,0.5333333333333333,No,0.0,Desert Hot Springs,92241,33.832799,-116.250973,0,0.5492957746478874,Unknown,Yes,0.754302314434687,Yes,Yes,Fiber Optic,0.1625,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.9144542772861357,0.5009068059829244,0.0,0.0,0.46544120652635274,0.5324618786627942,Churned,Competitor,Competitor had better devices,2-4yr,0.8097212543554007,1
0094-OIFMO,Female,0.9833333333333334,No,0.3333333333333333,North Hollywood,91605,34.207295,-118.400022,0,0.14084507042253522,Offer D,Yes,0.21039140745803966,No,Yes,Fiber Optic,0.3375,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.8343868520859671,0.13721800104646809,0.0,0.8571428571428571,0.03935997573629923,0.12909891944781846,Churned,Dissatisfaction,Product dissatisfaction,0-1yr,0.8183085207475451,1
0096-BXERS,Female,0.18333333333333335,Yes,0.0,Inverness,94937,38.099323,-122.945723,10,0.07042253521126761,Offer E,Yes,0.8578746212421174,Yes,Yes,Cable,1.0000000000000002,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.4580699536451749,0.03674235187962725,0.0,0.0,0.07902250678063495,0.05210121790569728,Stayed,,,0-1yr,0.3591173054587689,0
0096-FCPUF,Male,0.65,No,0.0,Santa Rosa,95404,38.526941,-122.709096,0,0.4084507042253521,Unknown,Yes,0.023877897211258332,Yes,Yes,DSL,0.1625,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.5773282764433206,0.2330049944160105,0.0,0.0,0.024451408567847666,0.18703068902319578,Stayed,,,2-4yr,0.4568950832365467,0
0098-BOWSO,Male,0.1166666666666667,No,0.0,San Jose,95131,37.387027,-121.897775,0,0.36619718309859156,Unknown,Yes,0.3994056575070125,No,No,Unknown,0.23750000000000002,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,0.19721871049304676,0.06358365933623597,0.0,0.0,0.1722157162539998,0.10204136621550848,Stayed,,,2-4yr,0.05432959091495676,0
0100-DUVFC,Male,0.7833333333333334,Yes,0.0,Wilmington,90744,33.782068,-118.262263,3,0.971830985915493,Unknown,Yes,0.7918134114675592,Yes,Yes,Fiber Optic,0.325,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.9169827222924567,0.9089320888111215,0.1371215691555017,0.0,0.8534220795972387,0.9692428524581183,Stayed,,,5-10yr,0.8421702339472374,0
0103-CSITQ,Female,0.016666666666666663,Yes,0.0,Modesto,95357,37.670526,-120.877572,10,0.7887323943661972,Offer B,Yes,0.13578600335932714,Yes,Yes,Fiber Optic,0.8875000000000001,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.9557522123893806,0.7772195173777047,0.0,0.0,0.1409568132553309,0.6449549334368931,Stayed,,,4-5yr,0.8912565967764942,0
0104-PPXDV,Male,0.7,Yes,0.0,San Diego,92113,32.697098,-117.116587,10,0.8028169014084507,Unknown,Yes,0.3516832062818584,No,Yes,DSL,0.2,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,0.45764854614412137,0.35646877380178665,0.2295832491752508,0.0,0.32893936581690625,0.3769106445382102,Stayed,,,4-5yr,0.3331491048900637,0
0106-GHRQR,Male,0.08333333333333337,No,0.0,Rancho Palos Verdes,90275,33.753146,-118.367459,0,0.2112676056338028,Unknown,Yes,0.5046451241825708,Yes,Yes,DSL,0.5750000000000001,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6354825115887063,0.1486653042962552,0.0,0.0,0.12699913419785122,0.15379037333261944,Stayed,,,1-2yr,0.5759001161440186,0
0106-UGRDO,Female,0.6,Yes,0.0,Kenwood,95452,38.419525,-122.521585,3,0.9577464788732395,Offer A,Yes,0.7715990980665115,Yes,Yes,Fiber Optic,0.3125,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.0,1.0,0.0,0.0,0.8205670429837242,1.0,Stayed,,,5-10yr,0.9545733474726051,0
